Customer_ID,Customer_Name,Total_Sales,Total_Profit,Total_Orders,Total_Quantity
CUST25318,Anjali Patel,454207.35,42793.08589999994,1,5.0
CUST15737,Swati Rao,453475.0,55721.58,1,5.0
CUST26129,Pooja Panda,453183.25,42906.88706666657,1,5.0
CUST18220,Vikas Singh,452779.5,43120.15466666664,1,5.0
CUST18300,Karan Panda,452746.25,49446.8,1,5.0
CUST24589,Neha Yadav,452690.0,38332.367266666675,1,5.0
CUST11289,Priya Das,452680.0,35829.95946666664,1,5.0
CUST20009,Rahul Sahu,452645.0,57450.37,1,5.0
CUST22802,Neha Das,452020.0,24906.17,1,5.0
CUST10918,Ankit Das,451986.25,53414.2,1,5.0
CUST28695,Suresh Patel,451715.0,38220.59,1,5.0
CUST19380,Abhishek Dutta,451690.0,39206.59043333331,1,5.0
CUST12580,Rohit Mishra,450900.0,34519.11349999998,1,5.0
CUST21016,Sneha Patel,450900.0,45429.780900000034,1,5.0
CUST16646,Raj Mohanty,450623.0,45000.98466666659,1,5.0
CUST12701,Akash Dutta,450608.75,58295.93,1,5.0
CUST19767,Amit Gupta,450305.0,33880.48546666667,1,5.0
CUST22250,Raj Dutta,449645.0,32771.23,1,5.0
CUST26562,Sneha Patel,449455.5,40176.43753333332,1,5.0
CUST10860,Amit Verma,449424.0,28464.93,1,5.0
CUST11338,Rahul Panda,448889.25,37080.891466666624,1,5.0
CUST13575,Arjun Sahu,448732.5,25798.19,1,5.0
CUST17292,Swati Mohanty,448181.5,44327.74759999995,1,5.0
CUST26074,Rohit Mehta,448025.0,47571.52533333332,1,5.0
CUST20361,Rohit Reddy,447830.0,40336.501666666634,1,5.0
CUST23971,Riya Sharma,447716.0,40303.65343333326,1,5.0
CUST10375,Rohit Gupta,447685.0,47090.90536666667,1,5.0
CUST26888,Nisha Gupta,447475.5,43261.37,1,5.0
CUST26788,Rahul Gupta,447066.0,44157.02046666664,1,5.0
CUST20991,Shreya Behera,446872.5,56555.13,1,5.0
CUST20752,Arjun Mehta,446253.0,40408.1,1,5.0
CUST22085,Riya Das,445905.0,44747.880366666664,1,5.0
CUST20311,Arjun Verma,445801.75,25723.78,1,5.0
CUST10384,Rohit Pradhan,445673.5,49018.92,1,5.0
CUST15267,Akash Mishra,445059.0,42467.85693333334,1,5.0
CUST27099,Arjun Das,444875.5,44596.87189999994,1,5.0
CUST23646,Shreya Kumar,444874.5,41485.372866666694,1,5.0
CUST16083,Vivek Mehta,444452.75,54576.67,1,5.0
CUST12352,Raj Singh,444360.0,48965.87539999999,1,5.0
CUST12875,Rohit Sahu,444235.5,41324.54863333335,1,5.0
CUST14411,Vikas Singh,443958.75,39878.91296666662,1,5.0
CUST20766,Deepak Verma,443830.5,41333.850766666685,1,5.0
CUST21123,Abhishek Singh,443146.5,40257.17206666663,1,5.0
CUST18551,Nisha Kumar,442860.0,39850.21639999999,1,5.0
CUST10086,Neha Yadav,441975.0,54132.56,1,5.0
CUST24007,Ankit Sahu,441791.35,55737.66,1,5.0
CUST13119,Rahul Mehta,441730.0,47688.2377666666,1,5.0
CUST17460,Ankit Yadav,441450.75,40425.53373333329,1,5.0
CUST11407,Ankit Mohanty,441018.0,47035.19123333339,1,5.0
CUST10014,Rahul Pradhan,441018.0,45814.04,1,5.0
CUST19244,Karan Sahu,440820.0,37923.62613333336,1,5.0
CUST15141,Vikas Mehta,440377.25,46924.71,1,5.0
CUST26361,Riya Jain,440348.75,29291.89,1,5.0
CUST23413,Deepak Kumar,440196.75,39525.85,1,5.0
CUST11676,Sanjay Reddy,440122.5,44146.59703333329,1,5.0
CUST28365,Manish Das,439854.75,49117.412066666686,1,5.0
CUST21646,Priya Nayak,439800.0,50820.03446666671,1,5.0
CUST25755,Swati Patel,439717.0,45688.81779999998,1,5.0
CUST28837,Karan Verma,439510.0,31239.74,1,5.0
CUST19984,Raj Pradhan,439493.75,54540.32,1,5.0
CUST12227,Rahul Jain,438995.0,43084.22033333329,1,5.0
CUST14789,Vikas Sharma,438961.75,40562.43433333336,1,5.0
CUST15317,Sneha Behera,438695.0,58245.96,1,5.0
CUST11297,Vikas Gupta,438540.0,57363.66,1,5.0
CUST19320,Sneha Mehta,438390.0,52937.12,1,5.0
CUST14162,Sanjay Kumar,438190.0,42227.38666666665,1,5.0
CUST27393,Swati Jain,436840.0,46855.905733333304,1,5.0
CUST15132,Swati Gupta,435708.0,49582.41589999987,1,5.0
CUST20151,Raj Mohanty,435641.5,45244.3558333333,1,5.0
CUST19933,Vikas Sharma,435330.0,56321.68,1,5.0
CUST13595,Rahul Yadav,435310.0,43297.40550000006,1,5.0
CUST16714,Rohit Das,435295.0,51238.01,1,5.0
CUST14833,Rahul Mishra,434965.0,44806.73,1,5.0
CUST20362,Ankit Kumar,434924.25,55934.33,1,5.0
CUST21273,Nisha Mehta,434840.0,47650.34,1,5.0
CUST27060,Deepak Gupta,434677.5,39358.92,1,5.0
CUST21263,Abhishek Kumar,434660.0,45593.99623333332,1,5.0
CUST19460,Raj Mehta,434484.0,44623.84540000002,1,5.0
CUST27588,Vikas Dutta,434155.0,42924.26,1,5.0
CUST15272,Kavita Behera,433381.5,33292.05,1,5.0
CUST20959,Arjun Verma,433330.0,50766.1027000001,1,5.0
CUST27276,Akash Jain,432940.0,43901.72129999986,1,5.0
CUST17978,Riya Mishra,432753.5,34612.14,1,5.0
CUST13517,Amit Mohanty,432630.0,46932.69,1,5.0
CUST27815,Nisha Sahu,432463.5,52907.97,1,5.0
CUST11243,Rahul Pradhan,432274.5,58319.12,1,5.0
CUST26368,Riya Patel,432260.0,44584.059733333284,1,5.0
CUST22023,Shreya Nayak,431605.0,47367.31009999999,1,5.0
CUST20466,Arjun Das,431171.75,32122.240599999932,1,5.0
CUST16588,Raj Rao,431064.0,48782.51593333334,1,5.0
CUST27731,Raj Patel,430834.5,21730.06,1,5.0
CUST26201,Ankit Singh,430141.0,36815.51,1,5.0
CUST21192,Rahul Reddy,429940.0,40753.363900000004,1,5.0
CUST19787,Rahul Reddy,429939.0,46102.22,1,5.0
CUST24669,Swati Kumar,429511.5,42017.49063333339,1,5.0
CUST21312,Rohit Nayak,429414.25,37030.14,1,5.0
CUST10042,Akash Singh,428830.0,42141.103166666624,1,5.0
CUST11049,Shreya Jain,428809.5,45628.82020000002,1,5.0
CUST13017,Deepak Nayak,428445.0,38972.21776666663,1,5.0
CUST15480,Abhishek Reddy,428347.14999999997,42673.71533333335,1,5.0
CUST21538,Kavita Singh,428310.0,34511.44,1,5.0
CUST25891,Manish Kumar,428260.5,42279.29799999999,1,5.0
CUST27781,Ankit Das,428030.0,41593.98596666668,1,5.0
CUST27214,Amit Sahu,427990.5,47727.45379999996,1,5.0
CUST23160,Pooja Gupta,427832.5,43793.10800000007,1,5.0
CUST21202,Riya Kumar,427830.0,27140.89,1,5.0
CUST14530,Amit Dutta,427694.75,31269.12,1,5.0
CUST13677,Abhishek Mohanty,427630.5,48386.55,1,5.0
CUST26529,Nisha Mohanty,427518.0,47270.13146666664,1,5.0
CUST25989,Pooja Patel,426980.0,27396.96,1,5.0
CUST10140,Ankit Reddy,426890.0,32577.49,1,5.0
CUST25995,Vivek Panda,426501.0,57926.31,1,5.0
CUST21591,Amit Behera,426375.0,38318.03513333329,1,5.0
CUST25675,Akash Dutta,426127.5,22263.51,1,5.0
CUST26310,Manish Reddy,426051.25,46764.65,1,5.0
CUST13128,Nisha Behera,425633.25,45580.7,1,5.0
CUST21224,Kavita Mehta,424849.5,39866.2141666666,1,5.0
CUST20877,Pooja Patel,424615.0,41937.3442333333,1,5.0
CUST15727,Sneha Pradhan,424341.25,40047.38286666668,1,5.0
CUST14995,Rahul Behera,424331.75,37898.064866666704,1,5.0
CUST27673,Sanjay Patel,424295.0,42456.390633333285,1,5.0
CUST18054,Akash Sharma,424260.5,43330.230199999976,1,5.0
CUST13537,Manish Gupta,424099.0,39962.80360000003,1,5.0
CUST23182,Riya Mohanty,423880.0,48372.77,1,5.0
CUST26126,Suresh Singh,423871.0,44158.54843333333,1,5.0
CUST16289,Sanjay Mohanty,423780.75,32151.11,1,5.0
CUST23823,Sneha Dutta,423760.5,36247.11336666664,1,5.0
CUST27373,Deepak Mehta,423049.25,50494.83,1,5.0
CUST22030,Karan Jain,422875.0,33922.41,1,5.0
CUST11684,Raj Panda,422862.25,44953.23,1,5.0
CUST13466,Shreya Kumar,422815.0,41877.15876666667,1,5.0
CUST23410,Pooja Das,422735.75,50252.16,1,5.0
CUST20739,Riya Mohanty,422649.75,30416.25,1,5.0
CUST26609,Vivek Patel,422635.5,23372.23,1,5.0
CUST28225,Amit Singh,422600.0,38791.488066666665,1,5.0
CUST20955,Sneha Behera,422437.25,39349.29570000005,1,5.0
CUST15654,Swati Dutta,422313.0,44528.79266666661,1,5.0
CUST10709,Akash Mehta,422068.5,41303.003999999964,1,5.0
CUST11365,Shreya Yadav,422055.0,53132.11,1,5.0
CUST19417,Akash Kumar,421978.25,26032.49,1,5.0
CUST24397,Suresh Patel,421875.0,58787.37,1,5.0
CUST26622,Ankit Mehta,421069.5,48790.7,1,5.0
CUST21617,Karan Reddy,420775.0,42075.03,1,5.0
CUST26986,Shreya Das,420702.75,50488.14123333332,1,5.0
CUST19523,Nisha Nayak,420400.0,37407.49023333338,1,5.0
CUST12975,Karan Gupta,420390.0,37921.86,1,5.0
CUST19276,Kavita Pradhan,420185.0,33962.13,1,5.0
CUST16362,Rahul Gupta,419890.5,55505.5,1,5.0
CUST26618,Rohit Mishra,419793.75,39338.24533333332,1,5.0
CUST14703,Riya Pradhan,419100.0,43073.62709999995,1,5.0
CUST20056,Amit Dutta,419055.0,37020.385166666696,1,5.0
CUST27758,Vivek Singh,418880.0,40623.15,1,5.0
CUST12307,Deepak Rao,418748.25,41690.65513333339,1,5.0
CUST14339,Priya Mishra,418310.0,48745.20736666665,1,5.0
CUST19962,Neha Behera,418306.5,42065.47099999994,1,5.0
CUST28055,Kavita Yadav,417804.75,57663.78,1,5.0
CUST28559,Riya Verma,417282.0,41702.88066666662,1,5.0
CUST22604,Riya Rao,416902.75,54632.86,1,5.0
CUST10407,Karan Das,416304.5,44738.31,1,5.0
CUST24729,Arjun Sahu,416034.0,36647.86,1,5.0
CUST11252,Suresh Jain,415582.0,41734.832733333285,1,5.0
CUST11437,Manish Patel,415579.5,40535.82316666669,1,5.0
CUST12348,Manish Gupta,414964.75,40760.91,1,5.0
CUST12676,Vikas Dutta,414790.0,55021.12,1,5.0
CUST14695,Anjali Kumar,414706.5,43184.1385333334,1,5.0
CUST18931,Riya Pradhan,414385.0,40932.2580666666,1,5.0
CUST14756,Manish Rao,414052.0,33412.11,1,5.0
CUST22790,Nisha Rao,413975.0,24563.37,1,5.0
CUST23390,Rahul Rao,413712.0,38121.1368666667,1,5.0
CUST21459,Deepak Behera,412817.75,42302.63246666669,1,5.0
CUST27038,Rahul Behera,411930.0,37797.76160000001,1,5.0
CUST27254,Anjali Kumar,411825.0,44307.39,1,5.0
CUST19923,Sanjay Sharma,411808.5,40336.98,1,5.0
CUST14640,Nisha Panda,411725.0,51471.8,1,5.0
CUST21729,Akash Dutta,410571.25,40090.4283333333,1,5.0
CUST13458,Raj Verma,410469.25,38999.51673333331,1,5.0
CUST24629,Manish Mohanty,410438.0,37670.37,1,5.0
CUST18463,Rohit Panda,410245.0,42466.063733333256,1,5.0
CUST12121,Vikas Sharma,409890.0,37389.251566666666,1,5.0
CUST13349,Swati Yadav,409559.75,47014.56,1,5.0
CUST26188,Riya Panda,409415.0,41626.72176666663,1,5.0
CUST22163,Abhishek Mohanty,409402.5,45017.586666666604,1,5.0
CUST24995,Amit Kumar,409280.0,46418.57390000001,1,5.0
CUST10649,Nisha Panda,409175.0,42411.02,1,5.0
CUST13623,Ankit Mishra,408865.0,22899.53,1,5.0
CUST19957,Rahul Dutta,408568.5,23622.77,1,5.0
CUST15357,Unknown,408555.0,43068.09699999992,1,5.0
CUST17334,Kavita Sharma,408118.5,33150.590400000045,1,5.0
CUST20186,Nisha Panda,407991.5,41556.84,1,5.0
CUST10291,Priya Verma,407750.0,53232.94,1,5.0
CUST26309,Anjali Verma,407677.0,28883.11,1,5.0
CUST20153,Akash Reddy,407664.0,36738.116733333256,1,5.0
CUST13447,Riya Rao,407649.75,38738.3638,1,5.0
CUST26444,Sneha Mohanty,407269.0,50874.41,1,5.0
CUST21114,Riya Verma,407256.25,54085.64,1,5.0
CUST16961,Manish Yadav,407065.0,42796.119699999996,1,5.0
CUST24044,Sanjay Patel,406780.0,34728.32506666665,1,5.0
CUST17727,Riya Behera,406652.75,48571.86,1,5.0
CUST21964,Priya Mohanty,405943.0,37391.02056666673,1,5.0
CUST26281,Riya Behera,405747.0,38104.16,1,5.0
CUST18696,Rahul Das,405679.5,35605.00530000005,1,5.0
CUST22074,Ankit Verma,405471.25,43951.232933333304,1,5.0
CUST26078,Raj Mehta,405345.0,37257.611366666635,1,5.0
CUST24489,Deepak Sahu,405169.5,44844.1765,1,5.0
CUST22577,Neha Sharma,404613.0,31628.947499999937,1,5.0
CUST27639,Pooja Reddy,404581.5,41957.15099999996,1,5.0
CUST16035,Deepak Mishra,404328.0,44355.225366666644,1,5.0
CUST11153,Shreya Panda,404177.5,44328.61,1,5.0
CUST11673,Karan Sahu,403883.0,40679.96823333335,1,5.0
CUST21086,Sneha Mehta,403805.25,42054.00869999996,1,5.0
CUST22528,Arjun Jain,402835.0,41593.6069999999,1,5.0
CUST26610,Deepak Dutta,402035.25,50115.92,1,5.0
CUST11142,Sanjay Mehta,401926.75,36065.12733333334,1,5.0
CUST28812,Arjun Behera,401440.5,35090.68176666666,1,5.0
CUST11080,Akash Panda,401306.25,47015.96,1,5.0
CUST20119,Abhishek Das,401283.0,41447.58476666664,1,5.0
CUST23210,Riya Panda,401210.0,45229.990399999966,1,5.0
CUST15293,Priya Sahu,401080.5,35547.24,1,5.0
CUST20773,Rohit Dutta,401050.0,43087.8952,1,5.0
CUST25867,Nisha Mehta,400942.75,42716.177699999964,1,5.0
CUST18866,Sanjay Pradhan,400881.0,24335.42,1,5.0
CUST27503,Vikas Sharma,400834.5,25529.6,1,5.0
CUST14951,Vivek Mohanty,400824.0,35428.37796666667,1,5.0
CUST23172,Shreya Nayak,400371.25,35867.268000000004,1,5.0
CUST20928,Kavita Behera,400270.5,33164.63729999995,1,5.0
CUST22646,Kavita Behera,400235.25,40138.78479999997,1,5.0
CUST16952,Rahul Dutta,399992.0,37266.9,1,5.0
CUST21204,Manish Das,399926.25,39352.25049999999,1,5.0
CUST10460,Amit Dutta,399460.75,42936.26306666663,1,5.0
CUST21866,Manish Sahu,399381.0,37645.82849999999,1,5.0
CUST19807,Riya Panda,399379.5,25003.88,1,5.0
CUST16320,Amit Singh,399370.5,56984.15,1,5.0
CUST10652,Raj Mehta,399272.0,43255.67000000002,1,5.0
CUST25492,Rahul Jain,399216.0,53043.91,1,5.0
CUST23567,Sanjay Verma,399196.0,32136.22,1,4.0
CUST10482,Arjun Das,399175.0,53385.28,1,5.0
CUST23963,Manish Dutta,399132.0,28067.58,1,4.0
CUST22464,Akash Jain,399123.5,36843.61,1,5.0
CUST12981,Anjali Yadav,399062.25,39200.8936,1,5.0
CUST17484,Kavita Jain,398944.0,43837.790266666656,1,5.0
CUST15152,Sneha Patel,398800.0,36686.34856666669,1,4.0
CUST22627,Abhishek Sharma,398668.0,36197.42403333327,1,4.0
CUST22095,Kavita Sharma,398500.0,39914.37716666662,1,5.0
CUST29000,Neha Sahu,398151.0,28292.95,1,5.0
CUST11718,Sanjay Kumar,397948.0,45386.11,1,5.0
CUST27769,Unknown,397772.0,38280.300433333265,1,4.0
CUST12900,Nisha Verma,397770.0,42872.65876666665,1,5.0
CUST21552,Shreya Patel,397616.0,49161.76,1,5.0
CUST18067,Suresh Mohanty,397580.0,45853.06,1,4.0
CUST16372,Swati Sahu,397518.0,45554.33,1,5.0
CUST21504,Rohit Sharma,397412.0,42844.37503333324,1,4.0
CUST17414,Sanjay Sharma,397375.5,51169.2,1,5.0
CUST18341,Suresh Reddy,397300.0,40315.1083,1,5.0
CUST15325,Karan Das,397256.0,38561.71006666657,1,4.0
CUST10502,Pooja Mohanty,397145.0,49411.37,1,5.0
CUST10038,Vikas Dutta,397035.0,33941.69,1,5.0
CUST18115,Neha Sahu,396764.0,50113.89,1,5.0
CUST27443,Riya Yadav,396612.0,40672.05443333329,1,4.0
CUST14296,Rohit Singh,396423.0,36140.32399999998,1,5.0
CUST28715,Vikas Sahu,396296.0,41942.16266666667,1,5.0
CUST28765,Karan Singh,396248.0,34297.01,1,4.0
CUST10621,Rahul Mohanty,396121.25,43148.7166666666,1,5.0
CUST13142,Priya Mohanty,396088.25,36960.92216666667,1,5.0
CUST19425,Riya Mishra,395851.5,34204.084699999985,1,5.0
CUST18829,Riya Panda,395836.0,24597.64,1,5.0
CUST22744,Anjali Behera,395680.0,55772.22,1,5.0
CUST14831,Shreya Dutta,395428.0,24088.35,1,5.0
CUST20941,Akash Behera,395261.75,39684.78579999999,1,5.0
CUST27827,Riya Mohanty,394969.5,25219.93,1,5.0
CUST15525,Priya Sahu,394893.0,32425.18216666667,1,5.0
CUST18620,Vikas Sahu,394812.0,40703.83679999998,1,4.0
CUST14930,Neha Verma,394688.0,39881.94553333336,1,5.0
CUST22863,Deepak Behera,394672.0,38959.22376666661,1,4.0
CUST28103,Manish Sahu,394442.5,51614.77,1,5.0
CUST17823,Abhishek Rao,394169.25,35028.87766666663,1,5.0
CUST20934,Riya Patel,393760.0,48129.17653333329,1,5.0
CUST23928,Nisha Patel,393600.0,51468.42,1,4.0
CUST24420,Suresh Das,393525.0,39878.66,1,5.0
CUST23341,Vivek Kumar,393499.5,36568.44036666664,1,5.0
CUST17542,Raj Patel,393308.0,41071.99359999994,1,4.0
CUST24263,Shreya Singh,393187.5,43191.61520000003,1,5.0
CUST27189,Priya Mishra,393105.0,49954.0,1,5.0
CUST15910,Manish Singh,392724.0,50972.98,1,5.0
CUST24996,Manish Rao,392652.0,46988.13,1,5.0
CUST21610,Ankit Yadav,392606.5,37378.58823333332,1,5.0
CUST11663,Nisha Mehta,392148.0,29266.43,1,5.0
CUST15574,Manish Dutta,392122.0,36372.95356666662,1,5.0
CUST18942,Suresh Sharma,391732.5,36602.215066666606,1,5.0
CUST13282,Pooja Rao,391416.5,36417.807400000005,1,5.0
CUST19553,Deepak Jain,391104.0,45704.41,1,5.0
CUST13256,Sneha Mehta,390888.0,39498.61,1,5.0
CUST12699,Shreya Mehta,390876.0,40835.32663333328,1,5.0
CUST26242,Sanjay Yadav,390535.0,49209.59,1,5.0
CUST26917,Karan Yadav,390495.0,47876.86956666654,1,5.0
CUST15750,Vivek Verma,390488.0,31980.77,1,5.0
CUST11619,Akash Mishra,390392.0,41180.9987333333,1,4.0
CUST14936,Neha Verma,390312.0,41226.0352333333,1,4.0
CUST23352,Kavita Kumar,390111.75,38252.59,1,5.0
CUST16710,Karan Panda,390051.0,31624.2,1,5.0
CUST13152,Nisha Pradhan,390025.0,38329.65,1,5.0
CUST11625,Abhishek Mehta,389920.5,39051.774633333334,1,5.0
CUST16509,Ankit Singh,389873.75,40148.99449999992,1,5.0
CUST14118,Priya Mohanty,389870.5,36600.87,1,5.0
CUST16634,Manish Dutta,389295.0,26128.78,1,5.0
CUST11640,Shreya Panda,389104.5,45499.16,1,5.0
CUST28464,Nisha Patel,389065.0,58955.62,1,5.0
CUST15535,Deepak Kumar,389048.75,56545.23,1,5.0
CUST21763,Nisha Panda,388836.75,32078.54,1,5.0
CUST26983,Priya Verma,388830.0,52725.85,1,5.0
CUST19831,Shreya Reddy,388580.0,40387.91,1,5.0
CUST10019,Priya Dutta,388404.0,45557.84429999992,1,4.0
CUST19841,Anjali Patel,388356.5,47423.3,1,5.0
CUST23905,Vikas Rao,388291.5,42296.401566666675,1,5.0
CUST22304,Ankit Mehta,388228.5,54287.18,1,5.0
CUST28758,Manish Dutta,388039.5,36016.61,1,5.0
CUST17299,Nisha Sahu,387965.5,22340.52,1,5.0
CUST14223,Neha Behera,387885.0,27017.0,1,5.0
CUST18617,Deepak Mishra,387880.0,55004.41,1,5.0
CUST20757,Deepak Singh,387712.88,51815.77,1,4.0
CUST20001,Karan Dutta,387604.0,45470.35,1,4.0
CUST10338,Karan Panda,387484.0,42246.19929999996,1,4.0
CUST17890,Anjali Verma,387362.0,32210.4886999999,1,5.0
CUST27989,Ankit Pradhan,387196.25,21763.36,1,5.0
CUST18175,Ankit Sahu,387175.0,45821.923299999944,1,5.0
CUST16824,Rohit Verma,387035.0,46127.165599999935,1,5.0
CUST28782,Amit Yadav,386972.0,47751.61,1,4.0
CUST28064,Neha Mehta,386935.0,40265.02646666668,1,5.0
CUST19159,Akash Dutta,386930.25,53303.46,1,5.0
CUST14977,Anjali Mishra,386920.75,39008.50346666666,1,5.0
CUST28120,Amit Reddy,386896.0,58017.82,1,5.0
CUST17324,Karan Rao,386766.0,38155.88,1,5.0
CUST22525,Rahul Kumar,386436.0,47399.02,1,4.0
CUST23489,Vikas Pradhan,386152.0,58049.47,1,4.0
CUST13749,Unknown,386044.5,22020.09,1,5.0
CUST12993,Arjun Sharma,386028.0,41619.32390000002,1,5.0
CUST27717,Anjali Nayak,386005.0,45793.55180000004,1,5.0
CUST16169,Kavita Mohanty,385820.0,44724.05999999986,1,5.0
CUST14584,Shreya Patel,385695.0,48741.32,1,5.0
CUST26345,Sneha Yadav,385572.0,46734.92,1,4.0
CUST18053,Kavita Yadav,385560.0,32304.52,1,4.0
CUST21574,Sneha Dutta,385505.25,40925.175566666716,1,5.0
CUST22232,Akash Singh,385405.5,37312.64959999999,1,5.0
CUST24279,Deepak Mishra,385285.0,49769.83436666657,1,5.0
CUST14242,Neha Das,385088.0,44879.774366666716,1,5.0
CUST19106,Anjali Jain,385040.0,50189.71,1,5.0
CUST18871,Amit Mishra,384833.25,40551.04,1,5.0
CUST19572,Anjali Mishra,384783.25,20210.6,1,5.0
CUST22959,Vivek Das,384760.0,27389.29,1,5.0
CUST12161,Manish Pradhan,384598.0,38692.99,1,5.0
CUST13356,Shreya Reddy,384484.75,24379.37,1,5.0
CUST12334,Neha Panda,384417.0,42796.851399999956,1,5.0
CUST23315,Sanjay Gupta,384256.0,51512.46,1,4.0
CUST27782,Karan Mehta,384255.0,43427.07889999997,1,5.0
CUST10825,Rohit Dutta,383976.0,54289.51,1,4.0
CUST15986,Swati Das,383648.0,41548.69829999998,1,5.0
CUST18648,Neha Das,383520.0,55243.62,1,5.0
CUST16199,Rahul Rao,383462.75,37658.11596666667,1,5.0
CUST10850,Vivek Singh,383439.0,44905.09,1,5.0
CUST26755,Sneha Jain,383396.0,52506.68,1,4.0
CUST28537,Riya Gupta,383384.0,42051.1221666666,1,5.0
CUST18179,Nisha Patel,383280.0,45706.30433333328,1,5.0
CUST13753,Akash Mohanty,383184.92,43927.89,1,4.0
CUST13948,Sneha Verma,382940.0,57766.78,1,5.0
CUST23124,Nisha Das,382495.0,46791.88,1,5.0
CUST27164,Arjun Mohanty,382446.0,33896.7,1,5.0
